"date","w.temp","a.temp"
"2017-09-05",21.29,15.2
"2017-09-06",20.5,13.6
"2017-09-07",19.89,12.8
"2017-09-08",19.5,12.3
"2017-09-09",18.9,11.3
"2017-09-10",19.1,13.1
"2017-09-11",19.31,14.3
"2017-09-12",19.7,16.2
"2017-09-13",20.49,18.6
"2017-09-14",21.45,19.6
"2017-09-15",21.56,18.2
"2017-09-16",21.93,19.9
"2017-09-17",22.31,20.5
"2017-09-18",22.64,21.1
"2017-09-19",23.12,22.1
"2017-09-20",23.92,NA
"2017-09-21",24.32,NA
"2017-09-22",24.4,23.5
"2017-09-23",24.47,23.6
"2017-09-24",25.25,23.7
"2017-09-25",25.49,24.1
"2017-09-26",24.72,24.8
"2017-09-27",24.21,19.8
"2017-09-28",22.12,11.9
"2017-09-29",20.33,13.4
"2017-09-30",19.3,9.6
"2017-10-01",18.78,10.7
"2017-10-02",18.2,14.5
"2017-10-03",18.29,16.6
"2017-10-04",19.81,18.7
"2017-10-05",19.96,16
"2017-10-06",19.83,16.8
"2017-10-07",20.65,21.6
"2017-10-08",21.28,19
"2017-10-09",20.97,17
"2017-10-10",20.2,16.2
"2017-10-11",18.33,10.5
"2017-10-12",16.09,12.2
"2017-10-13",16.77,15.6
"2017-10-14",17.5,16.2
"2017-10-15",17.58,14.6
"2017-10-16",15.73,6.3
"2017-10-17",14.7,10
"2017-10-18",15.23,14.3
"2017-10-19",15.11,13.2
"2017-10-20",14.73,12.7
"2017-10-21",15.02,13.8
"2017-10-22",15.52,15.5
"2017-10-23",16.02,16.3
"2017-10-24",15.21,10.2
"2017-10-25",13.07,5.8
"2017-10-26",11.81,4.8
"2017-10-27",11.88,10.2
"2017-10-28",12.18,5
"2017-10-29",11.13,4.9
"2017-10-30",10.21,4
"2017-10-31",9.47,4.1
"2017-11-01",9.41,4.2
"2017-11-02",10.14,10.7
"2017-11-03",10.19,4.1
"2017-11-04",9.5,4
"2017-11-05",10.24,11.3
"2017-11-06",10.21,5.9
"2017-11-07",9.39,2.5
"2017-11-08",8.56,1.6
"2017-11-09",7.99,1
"2017-11-10",6.47,-8.4
"2017-11-11",5.59,-5.2
"2017-11-12",6.11,1.2
"2017-11-13",6.55,2.1
"2017-11-14",6.72,3.5
"2017-11-15",6.71,4.5
"2017-11-16",6.88,3.4
"2017-11-17",5.9,2
"2017-11-18",6.16,4.9
"2017-11-19",6.13,0.6
"2017-11-20",5.73,1.5
"2017-11-21",5.73,5.4
"2017-11-22",5.58,-0.8
"2017-11-23",5.01,-0.4
"2017-11-24",5.25,4.5
"2017-11-25",5.7,4.6
"2017-11-26",5.29,1.3
"2017-11-27",4.94,1.6
"2017-11-28",5.36,7.8
"2017-11-29",5.76,2.9
"2017-11-30",5.25,2.6
"2017-12-01",5.59,3.5
"2017-12-02",5.77,3.7
"2017-12-03",5.7,2.5
"2017-12-04",5.85,4.9
"2017-12-05",7.25,5
"2017-12-06",4.96,-0.3
"2017-12-07",4.23,-2.7
"2017-12-08",3.3,-2.8
"2017-12-09",3.26,-1.7
"2017-12-10",2.92,-4
"2017-12-11",2.74,-5.5
"2017-12-12",1.97,-6.2
"2017-12-13",1.39,-9.8
"2017-12-14",1.58,-11.9
"2017-12-15",1.77,-9.6
"2017-12-16",1.94,-5
"2017-12-17",2.16,-6
"2017-12-18",2.59,-0.4
"2017-12-19",3.6,3.4
"2017-12-20",2.23,-0.9
"2017-12-21",2.15,-2
"2017-12-22",3.18,-2.6
"2017-12-23",2.73,-1.7
"2017-12-24",2.65,-6.9
"2017-12-25",1.72,-9.9
"2017-12-26",1.46,-15.9
"2017-12-27",1.61,-16
"2017-12-28",2.13,-14.9
"2017-12-29",2.06,-12.6
"2017-12-30",1.89,-15.8
"2017-12-31",1.92,-18.4
"2018-01-01",1.99,-15.6
"2018-01-02",1.74,-13.4
"2018-01-03",1.85,-13.4
"2018-01-04",2.1,-14.2
"2018-01-05",1.71,-18.3
"2018-01-06",1.76,-19.9
"2018-01-07",1.92,-13.8
"2018-01-08",NA,-1.1
"2018-01-09",NA,-7.4
"2018-01-10",NA,-3.6
"2018-01-11",NA,8.1
"2018-01-12",NA,0.4
"2018-01-13",NA,-12
"2018-01-14",NA,-10.8
"2018-01-15",NA,-9.6
"2018-01-16",NA,-9.2
"2018-01-17",NA,-10.8
"2018-01-18",NA,-7.9
"2018-01-19",NA,-2.6
"2018-01-20",NA,0.8
"2018-01-21",NA,-1.1
"2018-01-22",NA,4.5
"2018-01-23",NA,1.5
"2018-01-24",NA,-6.3
"2018-01-25",NA,-6.9
"2018-01-26",1.89,0.1
"2018-01-27",2.33,3.4
"2018-01-28",2.38,0.7
"2018-01-29",1.92,-5.9
"2018-01-30",1.17,-10.6
"2018-01-31",1.36,-4.9
"2018-02-01",1.85,-4.6
"2018-02-02",1.05,-11.1
"2018-02-03",1.23,-6.6
"2018-02-04",1.35,-4.8
"2018-02-05",1.21,-11.6
"2018-02-06",1.29,-10.7
"2018-02-07",1.28,-11.6
"2018-02-08",1.17,-14.5
"2018-02-09",1.14,NA
"2018-02-10",1.46,-5.4
"2018-02-11",1.5,-3.1
"2018-02-12",1.36,-11.5
"2018-02-13",1.47,-11.6
"2018-02-14",2.03,-1
"2018-02-15",2.87,4.4
"2018-02-16",2,-3.5
"2018-02-17",1.25,-5.7
"2018-02-18",1.71,-1
"2018-02-19",2.17,5
"2018-02-20",2.33,11.3
"2018-02-21",2.05,5.4
"2018-02-22",2.59,0.1
"2018-02-23",2.67,4
"2018-02-24",3.2,1.9
"2018-02-25",3.9,5.1
"2018-02-26",4.11,3.2
"2018-02-27",4.37,6.2
"2018-02-28",NA,8.4
"2018-03-01",NA,0.8
"2018-03-02",NA,-0.8
"2018-03-03",NA,-1
"2018-03-04",NA,-1.7
"2018-03-05",NA,-1.6
"2018-03-06",NA,-2.1
"2018-03-07",NA,-1.1
"2018-03-08",NA,-3.7
"2018-03-09",NA,-1.5
"2018-03-10",NA,-2.8
"2018-03-11",NA,-4.5
"2018-03-12",NA,-2.8
"2018-03-13",NA,-2.2
"2018-03-14",NA,-3.6
"2018-03-15",NA,-2.2
"2018-03-16",NA,-4.9
"2018-03-17",NA,-2.7
"2018-03-18",NA,1.2
"2018-03-19",NA,-1.1
"2018-03-20",NA,-1.4
"2018-03-21",NA,0.4
"2018-03-22",NA,-0.9
"2018-03-23",NA,-1.9
"2018-03-24",NA,-0.9
"2018-03-25",NA,-2.3
"2018-03-26",NA,3.9
"2018-03-27",NA,5.1
"2018-03-28",NA,3.9
"2018-03-29",NA,4.1
"2018-03-30",NA,0.5
"2018-03-31",NA,3.2
"2018-04-01",NA,-0.4
"2018-04-02",NA,0.2
"2018-04-03",NA,2.4
"2018-04-04",NA,3
"2018-04-05",NA,-1.1
"2018-04-06",NA,0.5
"2018-04-07",NA,-3.8
"2018-04-08",NA,-3.2
"2018-04-09",NA,-1.6
"2018-04-10",NA,0.3
"2018-04-11",NA,3.2
"2018-04-12",NA,10.9
"2018-04-13",NA,6.6
"2018-04-14",NA,0.6
"2018-04-15",NA,-1
"2018-04-16",NA,1.1
"2018-04-17",NA,-1
"2018-04-18",NA,0.9
"2018-04-19",NA,0.9
"2018-04-20",NA,3
"2018-04-21",NA,5.2
"2018-04-22",NA,7
"2018-04-23",NA,12.9
"2018-04-24",NA,11.9
"2018-04-25",NA,6.8
"2018-04-26",NA,7.5
"2018-04-27",NA,9
"2018-04-28",NA,2.3
"2018-04-29",NA,4.8
"2018-04-30",NA,8.6
"2018-05-01",NA,15.9
"2018-05-02",NA,19.9
"2018-05-03",NA,17
"2018-05-04",NA,15.7
"2018-05-05",NA,16
"2018-05-06",NA,17.2
"2018-05-07",NA,12.8
"2018-05-08",NA,13.7
"2018-05-09",NA,16.4
"2018-05-10",NA,11.4
"2018-05-11",NA,6.3
"2018-05-12",NA,10.8
"2018-05-13",NA,14.3
"2018-05-14",NA,14.2
"2018-05-15",17.34,16
"2018-05-16",17.42,16.8
"2018-05-17",18.96,18.6
"2018-05-18",18.24,14.5
"2018-05-19",17.19,16.4
"2018-05-20",17.19,12.2
"2018-05-21",16.87,12.7
"2018-05-22",17.4,14.8
"2018-05-23",18.2,17.7
"2018-05-24",19.54,18.3
"2018-05-25",20.7,19.8
"2018-05-26",20.7,21.1
"2018-05-27",21.77,21.8
"2018-05-28",23.7,24.3
"2018-05-29",24.48,25.1
"2018-05-30",24.1,24.3
"2018-05-31",24.58,25
"2018-06-01",24.87,22
"2018-06-02",22.66,17.1
"2018-06-03",21.26,19
"2018-06-04",20.37,16.8
"2018-06-05",19.18,11.9
"2018-06-06",19.07,13.7
"2018-06-07",19.67,17
"2018-06-08",21.42,19.8
"2018-06-09",21.11,17.2
"2018-06-10",19.96,18.7
"2018-06-11",20.16,18.8
"2018-06-12",21.76,17.8
"2018-06-13",23.15,21
"2018-06-14",22.62,18.3
"2018-06-15",22.7,17.9
"2018-06-16",22.55,20.8
"2018-06-17",23.85,22.5
"2018-06-18",25.18,25.6
"2018-06-19",24.66,21.7
"2018-06-20",23.33,17.8
"2018-06-21",22.65,18.7
"2018-06-22",21.29,18.4
"2018-06-23",20.65,20.1
"2018-06-24",20.65,18.2
"2018-06-25",20.26,17.7
"2018-06-26",20.83,NA
"2018-06-27",20.91,19.6
"2018-06-28",21.98,22.4
"2018-06-29",24.02,23.3
"2018-06-30",25.69,27.4
"2018-07-01",26.77,25.7
"2018-07-02",26.71,23.7
"2018-07-03",26.16,23
"2018-07-04",27.1,26.5
"2018-07-05",26.49,25.7
"2018-07-06",24.52,18.5
"2018-07-07",23.98,17.2
"2018-07-08",24.44,19.5
"2018-07-09",25,21.3
"2018-07-10",25.64,22.4
"2018-07-11",25.12,20.3
"2018-07-12",24.87,20.3
"2018-07-13",25.41,22.2
"2018-07-14",25.03,22.3
"2018-07-15",25.57,24.8
"2018-07-16",26.69,26
"2018-07-17",25.56,19.7
"2018-07-18",24.31,18.8
"2018-07-19",23.99,18.1
"2018-07-20",24.12,21.5
"2018-07-21",23.61,22.7
"2018-07-22",22.17,17.5
"2018-07-23",22.37,22.6
"2018-07-24",23.35,22.7
"2018-07-25",24.08,21.8
"2018-07-26",24.27,21.6
"2018-07-27",23.5,19.6
"2018-07-28",22.66,18.5
"2018-07-29",22.46,18.5
"2018-07-30",22.34,19.9
"2018-07-31",23.05,20.9
"2018-08-01",23.21,21.5
"2018-08-02",23.52,21.3
"2018-08-03",24.38,22.2
"2018-08-04",25.57,22.8
"2018-08-05",26.35,23.9
"2018-08-06",26.28,25.7
"2018-08-07",25.84,23.9
"2018-08-08",24.99,21.7
"2018-08-09",NA,21.5
"2018-08-10",NA,20.4
"2018-08-11",NA,20.4
"2018-08-12",NA,21.6
"2018-08-13",NA,21.8
"2018-08-14",NA,23.5
"2018-08-15",NA,24.3
"2018-08-16",NA,21.3
"2018-08-17",24.28,24
"2018-08-18",24.25,22
"2018-08-19",23.51,20.4
"2018-08-20",23.25,20.3
"2018-08-21",23.41,21.6
"2018-08-22",22.29,16.5
"2018-08-23",21.22,19.2
"2018-08-24",21.53,18.8
"2018-08-25",21.65,21.5
"2018-08-26",22.5,24.1
"2018-08-27",22.87,24.7
"2018-08-28",23.46,27
"2018-08-29",24.05,21.9
"2018-08-30",22.81,16.8
"2018-08-31",22.29,18.1
"2018-09-01",23.05,21.3
"2018-09-02",24.57,25.6
"2018-09-03",25.11,25
"2018-09-04",25.09,24.7
"2018-09-05",25.73,26
"2018-09-06",25.01,20.3
"2018-09-07",23.18,18.6
"2018-09-08",21.23,13.3
"2018-09-09",18.72,12.4
"2018-09-10",17.87,13.2
"2018-09-11",18.64,17.4
"2018-09-12",19.78,17
"2018-09-13",20.51,20.3
"2018-09-14",21.86,23
"2018-09-15",22.78,23.2
"2018-09-16",23.34,23.1
"2018-09-17",23.35,21.6
"2018-09-18",22.47,20.4
"2018-09-19",21.67,18.2
"2018-09-20",20.87,16.9
"2018-09-21",21.54,21.4
"2018-09-22",20.19,10.9
"2018-09-23",18.98,12.3
"2018-09-24",18.16,15.2
"2018-09-25",18.86,18.9
"2018-09-26",19.93,14.9
"2018-09-27",18.33,11.1
"2018-09-28",18,13.6
"2018-09-29",17.71,11
"2018-09-30",16.71,10.6
"2018-10-01",15.25,9.7
"2018-10-02",15.25,15.6
"2018-10-03",15.15,15.8
"2018-10-04",16.01,13.7
"2018-10-05",14.8,8
"2018-10-06",15.28,16.9
"2018-10-07",15.84,14.5
"2018-10-08",16.1,19.6
"2018-10-09",17.52,22.7
"2018-10-10",18.28,21.8
"2018-10-11",18.07,13.9
"2018-10-12",14.51,6.2
"2018-10-13",13.34,6.5
"2018-10-14",13.41,7.6
"2018-10-15",13.26,6.5
"2018-10-16",11.59,5.3
"2018-10-17",11.51,4.6
"2018-10-18",11.03,5
"2018-10-19",11.07,9
"2018-10-20",11.36,6.5
"2018-10-21",10.06,3
"2018-10-22",10.13,6.4
"2018-10-23",10.36,5.2
"2018-10-24",10.03,2.9
"2018-10-25",9.66,5.2
"2018-10-26",9.8,4.9
"2018-10-27",9.41,3.1
"2018-10-28",9.05,3.9
"2018-10-29",9.09,4.6
"2018-10-30",8.62,5
"2018-10-31",10.09,8.6
"2018-11-01",9.46,5.8
"2018-11-02",8.85,4.8
"2018-11-03",8.43,1.8
"2018-11-04",8.02,2.5
"2018-11-05",8.52,8.6
"2018-11-06",9.17,10
"2018-11-07",8.92,NA
"2018-11-08",8.14,2.9
"2018-11-09",7.8,0
"2018-11-10",6.55,-2
"2018-11-11",6.11,0
"2018-11-12",6.27,2.7
"2018-11-13",6.14,-2
"2018-11-14",5.12,-2.5
"2018-11-15",4.41,-2.3
"2018-11-16",4.23,0.6
"2018-11-17",4.54,0
"2018-11-18",4.52,-1.1
"2018-11-19",4.44,-0.5
"2018-11-20",4.51,-2.4
"2018-11-21",3.86,-4.9
"2018-11-22",2.88,-8.8
"2018-11-23",3.05,-1.2
"2018-11-24",3.88,4.4
"2018-11-25",5.07,4.4
"2018-11-26",4.91,2.5
"2018-11-27",4.36,-1.1
"2018-11-28",3.9,-1.7
"2018-11-29",3.85,-2.2
"2018-11-30",3.96,-0.8
"2018-12-01",4.11,0.4
"2018-12-02",4.94,8
"2018-12-03",5.16,1.4
"2018-12-04",4.92,-1.9
"2018-12-05",4.63,-1.2
"2018-12-06",4.11,-2.2
"2018-12-07",3.69,-4.3
"2018-12-08",3.28,-6.4
"2018-12-09",2.56,-6.9
"2018-12-10",2.9,-2.7
"2018-12-11",2.87,-2.9
"2018-12-12",3.23,-0.5
"2018-12-13",3.52,2.1
"2018-12-14",4.13,2.4
"2018-12-15",4.47,1.3
"2018-12-16",3.93,2.9
"2018-12-17",3.74,0.1
"2018-12-18",3.52,-1.4
"2018-12-19",3.38,1.2
"2018-12-20",3.79,2.3
"2018-12-21",4.86,1.4
"2018-12-22",3.77,-1.5
"2018-12-23",3.24,0
"2018-12-24",3.31,-0.8
"2018-12-25",3.24,-0.8
"2018-12-26",3.36,-0.6
"2018-12-27",3.36,1.2
"2018-12-28",4.82,6
"2018-12-29",3.83,-1.2
"2018-12-30",3.42,-3.4
"2018-12-31",3.5,1.9
"2019-01-01",3.78,-0.4
"2019-01-02",2.92,-3.5
"2019-01-03",2.79,-1.1
"2019-01-04",2.9,1.6
"2019-01-05",2.98,-0.1
"2019-01-06",3.29,-1.1
"2019-01-07",2.53,1.9
"2019-01-08",3.68,5.1
"2019-01-09",3.15,-2
"2019-01-10",2.03,-6.1
"2019-01-11",1.6,-8.9
"2019-01-12",1.72,-5.6
"2019-01-13",1.43,-7.9
"2019-01-14",1.26,-7.9
"2019-01-15",1.65,-3.5
"2019-01-16",1.87,-7.2
"2019-01-17",1.46,-9.4
"2019-01-18",1.88,-4.3
"2019-01-19",1.3,-10.3
"2019-01-20",0.97,-16.5
"2019-01-21",0.96,-15.8
"2019-01-22",1.25,-10.4
"2019-01-23",1.65,2.3
"2019-01-24",1.33,-2.5
"2019-01-25",1.04,-8.8
"2019-01-26",0.97,-12.2
"2019-01-27",0.98,-14.1
"2019-01-28",0.83,-11.6
"2019-01-29",0.95,-8.4
"2019-01-30",0.83,-21
"2019-01-31",0.84,-20.4
"2019-02-01",0.99,-18.3
"2019-02-02",1.38,-7.5
"2019-02-03",1.82,4.6
"2019-02-04",1.68,7.1
"2019-02-05",1.34,2.4
"2019-02-06",1.16,-1.7
"2019-02-07",1.54,5.2
"2019-02-08",1.6,-3.4
"2019-02-09",0.91,-9.5
"2019-02-10",1.1,-8
"2019-02-11",1.33,-4.1
"2019-02-12",1.11,-1.5
"2019-02-13",1.29,-3.2
"2019-02-14",1.63,-3
"2019-02-15",2.52,-1
"2019-02-16",1.96,-5.7
"2019-02-17",1.59,-7.4
"2019-02-18",1.35,-11.6
"2019-02-19",1.31,-11.9
"2019-02-20",1.32,-6
"2019-02-21",2.7,-0.4
"2019-02-22",3,-2.7
"2019-02-23",2.8,-1.3
"2019-02-24",3.19,1.4
"2019-02-25",0.99,-6.1
"2019-02-26",1.04,-8.3
"2019-02-27",0.9,-9.4
"2019-02-28",1.21,-11.8
"2019-03-01",1.66,-8.4
"2019-03-02",2.24,-4.8
"2019-03-03",1.88,-7.5
"2019-03-04",1.32,-12.4
"2019-03-05",1.09,-11.9
"2019-03-06",1.22,-11.9
"2019-03-07",1.42,-12.5
"2019-03-08",1.63,-11.2
"2019-03-09",1.92,-7.2
"2019-03-10",2.16,3.5
"2019-03-11",1.46,-1
"2019-03-12",1.99,0
"2019-03-13",2.02,1.2
"2019-03-14",2.52,8.5
"2019-03-15",2.09,4.5
"2019-03-16",1.72,-1.6
"2019-03-17",1.99,-1.5
"2019-03-18",2.53,-0.9
"2019-03-19",3.34,1.4
"2019-03-20",3.86,2.7
"2019-03-21",4.24,3.7
"2019-03-22",4.25,0.1
"2019-03-23",3.24,-0.9
"2019-03-24",NA,3.4
"2019-03-25",NA,-0.3
"2019-03-26",NA,0
"2019-03-27",NA,1.6
"2019-03-28",NA,6.4
"2019-03-29",NA,7.2
"2019-03-30",NA,4.5
"2019-03-31",NA,-3.5
"2019-04-01",NA,-2.4
"2019-04-02",NA,3.5
"2019-04-03",NA,3
"2019-04-04",NA,0.8
"2019-04-05",NA,3.4
"2019-04-06",NA,10.2
"2019-04-07",NA,10.8
"2019-04-08",NA,12.8
"2019-04-09",NA,7.5
"2019-04-10",NA,3.4
"2019-04-11",NA,1.9
"2019-04-12",NA,9.9
"2019-04-13",NA,8.1
"2019-04-14",NA,2.7
"2019-04-15",NA,3.4
"2019-04-16",NA,2.5
"2019-04-17",NA,7.8
"2019-04-18",NA,13.6
"2019-04-19",9.51,7.4
"2019-04-20",8.33,6.1
"2019-04-21",8.26,11
"2019-04-22",8.99,10.4
"2019-04-23",9.88,12.3
"2019-04-24",10.15,6.9
"2019-04-25",10.57,NA
"2019-04-26",10.41,6.5
"2019-04-27",9.23,4.6
"2019-04-28",8.98,5.4
"2019-04-29",8.49,3.3
"2019-04-30",8.45,6.1
"2019-05-01",9.09,11.6
"2019-05-02",9.94,12
"2019-05-03",11.04,10.7
"2019-05-04",10.57,9.4
"2019-05-05",11.39,12.3
"2019-05-06",12.32,13.4
"2019-05-07",11.9,7.8
"2019-05-08",11.77,8.4
"2019-05-09",12.32,14.9
"2019-05-10",12.65,9.9
"2019-05-11",11.38,6.3
"2019-05-12",11.18,7.6
"2019-05-13",10.55,6.6
"2019-05-14",11.09,11
"2019-05-15",12.12,13.3
"2019-05-16",12.91,12.3
"2019-05-17",14.18,11.5
"2019-05-18",14.2,11.8
"2019-05-19",15.2,18.1
"2019-05-20",15.07,9.6
"2019-05-21",14.49,10.5
"2019-05-22",14.9,12
"2019-05-23",15.53,18.1
"2019-05-24",16.24,12.6
"2019-05-25",16.74,20.3
"2019-05-26",16.78,16.5
"2019-05-27",16.72,15.6
"2019-05-28",16.68,13.6
"2019-05-29",15.75,13.8
"2019-05-30",15.94,16.9
"2019-05-31",16.47,15
"2019-06-01",17.22,18.9
"2019-06-02",17.2,12.2
"2019-06-03",16.67,10.5
"2019-06-04",17.02,14.9
"2019-06-05",17.81,18.9
"2019-06-06",18.35,18.1
"2019-06-07",19.82,18.9
"2019-06-08",20.52,20.2
"2019-06-09",20.41,20.3
"2019-06-10",19.77,16.2
"2019-06-11",18.62,14.9
"2019-06-12",19.85,16.3
"2019-06-13",19.6,14.5
"2019-06-14",18.8,15.8
"2019-06-15",18.61,17.4
"2019-06-16",18.46,15.5
"2019-06-17",19.2,17.5
"2019-06-18",20.31,19.5
"2019-06-19",20.98,19.2
"2019-06-20",20.65,17.5
"2019-06-21",19.73,15.9
"2019-06-22",20.34,17.3
"2019-06-23",21.09,17.8
"2019-06-24",21.6,21.2
"2019-06-25",21.83,22.3
"2019-06-26",22.59,22.8
"2019-06-27",23.53,22.4
"2019-06-28",23.98,23
"2019-06-29",24.5,22.7
"2019-06-30",24.36,19.1
"2019-07-01",24.05,20.2
"2019-07-02",24.34,23.7
"2019-07-03",24.89,24.3
"2019-07-04",25.99,24.6
"2019-07-05",27.02,26.3
"2019-07-06",26.8,25.5
"2019-07-07",25.84,21
"2019-07-08",24.74,20.2
"2019-07-09",24.07,19.4
"2019-07-10",25,22.9
"2019-07-11",25.99,23.2
"2019-07-12",24.57,19.2
"2019-07-13",24,22.3
"2019-07-14",24.34,19.2
"2019-07-15",24.36,18.7
"2019-07-16",24.82,23.7
"2019-07-17",24.87,25.3
"2019-07-18",25.03,24
"2019-07-19",25.53,26.8
"2019-07-20",25.34,27.4
"2019-07-21",24.86,22.8
"2019-07-22",23.87,20.1
"2019-07-23",23.08,18
"2019-07-24",23.27,19.5
"2019-07-25",23.54,20.6
"2019-07-26",24.22,21.3
"2019-07-27",24.74,22.8
"2019-07-28",25.07,24.3
"2019-07-29",25.21,24.1
"2019-07-30",25.29,22.7
"2019-07-31",24.73,20.4
"2019-08-01",24.35,19.5
"2019-08-02",24.46,21.2
"2019-08-03",24.56,20.6
"2019-08-04",24.83,22.5
"2019-08-05",24.81,21.8
"2019-08-06",24.52,22.3
"2019-08-07",24.46,21.7
"2019-08-08",23.98,20.2
"2019-08-09",23.69,19.5
"2019-08-10",23.23,18.1
"2019-08-11",23.43,18.9
"2019-08-12",23.16,23.5
"2019-08-13",NA,23.6
"2019-08-14",NA,21.1
"2019-08-15",NA,19
"2019-08-16",23.62,NA
"2019-08-17",23.74,22.3
"2019-08-18",24.4,23.4
"2019-08-19",24.09,22.3
"2019-08-20",24.11,23
"2019-08-21",24.88,23.6
"2019-08-22",24.18,17.2
"2019-08-23",22.45,16.2
"2019-08-24",21.78,15.5
"2019-08-25",21.72,16.9
"2019-08-26",21.8,18.8
"2019-08-27",21.81,20.4
"2019-08-28",22.21,19.8
"2019-08-29",22.27,18.8
"2019-08-30",22.4,16.9
"2019-08-31",21.96,14.8
"2019-09-01",21,16
"2019-09-02",21.26,19
"2019-09-03",21.43,18
"2019-09-04",21.23,15.5
"2019-09-05",20.4,14.5
"2019-09-06",20.21,14.6
"2019-09-07",20.47,17
"2019-09-08",20.17,13.9
"2019-09-09",19.46,14.7
"2019-09-10",20.09,18.3
"2019-09-11",21.8,24
"2019-09-12",21.57,16.2
"2019-09-13",20.01,19.4
"2019-09-14",20.79,18
"2019-09-15",20.26,16.8
"2019-09-16",20.69,19.2
"2019-09-17",21.03,17.4
"2019-09-18",20.84,17.4
"2019-09-19",20.78,17.8
"2019-09-20",21.14,19.2
"2019-09-21",21.97,21.6
"2019-09-22",22.97,24.4
"2019-09-23",22.69,NA
"2019-09-24",21.08,16.5
"2019-09-25",20.5,18.9
"2019-09-26",20.11,13.8
"2019-09-27",19.31,14.3
"2019-09-28",19.53,15
"2019-09-29",18.36,12.6
"2019-09-30",18.3,17.1
"2019-10-01",20.08,22.5
"2019-10-02",20.21,15
"2019-10-03",17.44,11.5
"2019-10-04",16.76,8.1
"2019-10-05",15.9,8.5
"2019-10-06",16.56,15.3
"2019-10-07",16.83,13
"2019-10-08",16.25,12.6
"2019-10-09",16.01,12.6
"2019-10-10",15.94,12.7
"2019-10-11",16.32,15.4
"2019-10-12",15.89,8.6
"2019-10-13",14.44,10.4
"2019-10-14",13.99,6.3
"2019-10-15",13.69,7.3
"2019-10-16",13.9,10.4
"2019-10-17",12.63,7
"2019-10-18",12.31,6.4
"2019-10-19",12.43,7.5
"2019-10-20",13.08,12.6
"2019-10-21",13.86,12.5
"2019-10-22",14.78,12
"2019-10-23",13.69,9.5
"2019-10-24",13.02,8.6
"2019-10-25",12.4,5.2
"2019-10-26",11.17,4.6
"2019-10-27",11.76,9.6
"2019-10-28",11.41,9.2
"2019-10-29",11.52,10.1
"2019-10-30",11.51,7.3
"2019-10-31",11.08,5.9
"2019-11-01",9.68,2.6
"2019-11-02",8.69,3.8
"2019-11-03",7.98,2.9
"2019-11-04",8.2,7.1
"2019-11-05",8.35,4
"2019-11-06",7.18,-0.2
"2019-11-07",6.94,-0.6
"2019-11-08",5.98,-4.7
"2019-11-09",5.64,-3
"2019-11-10",5.94,2.5
"2019-11-11",5.48,-2.9
"2019-11-12",4.09,-7.9
"2019-11-13",3.23,-6.5
"2019-11-14",3.53,-2
"2019-11-15",3.86,-2
"2019-11-16",3.22,-6.1
"2019-11-17",2.81,-1.9
"2019-11-18",3.89,3.1
"2019-11-19",4.82,3.8
"2019-11-20",5.23,2.1
"2019-11-21",5.03,5.3
"2019-11-22",5.66,1.9
"2019-11-23",4.41,0
"2019-11-24",4.8,2
"2019-11-25",5.36,5.5
"2019-11-26",5.75,7.7
"2019-11-27",6.79,7.2
"2019-11-28",6.1,0.8
"2019-11-29",5.35,-1.7
"2019-11-30",5.06,-1.4
"2019-12-01",4.34,-0.9
"2019-12-02",4.16,-3.4
"2019-12-03",NA,-3.9
"2019-12-04",NA,-0.1
"2019-12-05",NA,-1
"2019-12-06",NA,0.4
"2019-12-07",NA,-1.9
"2019-12-08",NA,2.3
"2019-12-09",NA,8
"2019-12-10",NA,1.5
"2019-12-11",NA,-7
"2019-12-12",NA,-5.2
"2019-12-13",NA,1.5
"2019-12-14",NA,1
"2019-12-15",NA,-2.2
"2019-12-16",NA,-2
"2019-12-17",NA,-2.5
"2019-12-18",NA,-7.3
"2019-12-19",NA,-7.3
"2019-12-20",NA,-5.4
"2019-12-21",NA,-0.9
"2019-12-22",NA,3.5
"2019-12-23",NA,5.4
"2019-12-24",NA,-0.2
"2019-12-25",NA,0.9
"2019-12-26",NA,4.8
"2019-12-27",NA,6.4
"2019-12-28",NA,1.5
"2019-12-29",NA,1.4
"2019-12-30",NA,4.8
"2019-12-31",NA,-0.8
"2020-01-01",NA,-0.1
"2020-01-02",NA,3.8
"2020-01-03",NA,4.5
"2020-01-04",NA,0.4
"2020-01-05",NA,-0.3
"2020-01-06",NA,0.4
"2020-01-07",NA,-0.8
"2020-01-08",NA,-4.2
"2020-01-09",NA,-2.8
"2020-01-10",NA,5.7
"2020-01-11",NA,7.2
"2020-01-12",NA,-1.1
"2020-01-13",NA,-0.3
"2020-01-14",NA,1.3
"2020-01-15",NA,NA
"2020-01-16",NA,-3.5
"2020-01-17",NA,-8.6
"2020-01-18",NA,-2.4
"2020-01-19",NA,-6.5
"2020-01-20",NA,-11.4
"2020-01-21",NA,-6.6
"2020-01-22",NA,-4.9
"2020-01-23",NA,-2.9
"2020-01-24",NA,2
"2020-01-25",NA,1.9
"2020-01-26",NA,0.7
"2020-01-27",NA,0
"2020-01-28",NA,-1.1
"2020-01-29",NA,-2.9
"2020-01-30",NA,-3.9
"2020-01-31",NA,-2.3
"2020-02-01",NA,-2.6
"2020-02-02",NA,0.6
"2020-02-03",NA,1.9
"2020-02-04",NA,-1.3
"2020-02-05",NA,-5.2
"2020-02-06",NA,-4.7
