"date","w.temp","a.temp"
"2012-11-13",8.29,0.4
"2012-11-14",7.03,0.5
"2012-11-15",6.76,2.4
"2012-11-16",6.44,2.7
"2012-11-17",6.53,3.1
"2012-11-18",6.68,5.3
"2012-11-19",6.96,4.7
"2012-11-20",7.41,5.8
"2012-11-21",7.57,4
"2012-11-22",7.86,6.9
"2012-11-23",8.31,5
"2012-11-24",6.31,-0.4
"2012-11-25",5.17,-1.5
"2012-11-26",4.85,NA
"2012-11-27",4.87,NA
"2012-11-28",4.4,-0.9
"2012-11-29",4.33,1.5
"2012-11-30",4.5,-1.3
"2012-12-01",4.58,4.2
"2012-12-02",6.68,8.8
"2012-12-03",7.23,7.4
"2012-12-04",6.29,9
"2012-12-05",5.68,-1
"2012-12-06",5.24,-1.8
"2012-12-07",5.59,3.1
"2012-12-08",6.02,1.7
"2012-12-09",5.17,-0.2
"2012-12-10",5.28,1.6
"2012-12-11",4.45,-1.5
"2012-12-12",3.81,0.7
"2012-12-13",3.67,0.2
"2012-12-14",3.81,2.3
"2012-12-15",3.85,1.8
"2012-12-16",5.21,7.5
"2012-12-17",5.99,5.9
"2012-12-18",5.78,1
"2012-12-19",5.12,1.4
"2012-12-20",4.78,2.5
"2012-12-21",4.48,0.5
"2012-12-22",3.58,-1.9
"2012-12-23",3.15,-2.4
"2012-12-24",3.16,-2
"2012-12-25",3.03,-2.1
"2012-12-26",2.61,-4
"2012-12-27",1.66,-3.7
"2012-12-28",2.06,-4.9
"2012-12-29",2.14,-3.8
"2012-12-30",2.11,-4.5
"2012-12-31",1.86,-3.7
"2013-01-01",2,-6.3
"2013-01-02",1.45,-8.3
"2013-01-03",1.74,-5
"2013-01-04",1.9,-4
"2013-01-05",1.98,-3.8
"2013-01-06",2.53,-0.9
"2013-01-07",2.88,-1.7
"2013-01-08",2.64,-1.6
"2013-01-09",3.23,1.1
"2013-01-10",3.57,-0.5
"2013-01-11",3.86,4
"2013-01-12",3.48,8.7
"2013-01-13",3.9,6.1
"2013-01-14",4.33,-2.6
"2013-01-15",3.35,-3.8
"2013-01-16",3.11,-1.4
"2013-01-17",3.2,-4.1
"2013-01-18",NA,-4
"2013-01-19",2.75,4.1
"2013-01-20",2.45,-2.1
"2013-01-21",1.22,-10.8
"2013-01-22",0.86,-15.1
"2013-01-23",0.97,-13.2
"2013-01-24",1.02,-14.2
"2013-01-25",1.16,-11.6
"2013-01-26",1.27,-10.2
"2013-01-27",1.33,-9.8
"2013-01-28",1.61,0.6
"2013-01-29",1.89,5.6
"2013-01-30",1.9,8.5
"2013-01-31",2.09,-3.1
"2013-02-01",1.51,-8.9
"2013-02-02",1.08,-12.3
"2013-02-03",0.99,-13.2
"2013-02-04",0.87,-11.6
"2013-02-05",0.97,-10.9
"2013-02-06",1.3,-7.6
"2013-02-07",1.52,-5.3
"2013-02-08",1.15,-4.9
"2013-02-09",1.25,-10
"2013-02-10",1.34,-7.2
"2013-02-11",2.01,2.8
"2013-02-12",1.95,-1
"2013-02-13",2.39,-2.8
"2013-02-14",2.22,-2.4
"2013-02-15",2.32,-2.7
"2013-02-16",2.1,-8.2
"2013-02-17",1.4,-11.2
"2013-02-18",1.42,-5.9
"2013-02-19",2.25,-2.1
"2013-02-20",0.97,-8.4
"2013-02-21",1.29,-8.9
"2013-02-22",0.95,-3.5
"2013-02-23",2.04,-0.8
"2013-02-24",2.04,-3.5
"2013-02-25",2.21,-2.4
"2013-02-26",2.31,-1.3
"2013-02-27",2.51,1.2
"2013-02-28",2.92,0
"2013-03-01",2.69,-4
"2013-03-02",2.2,-5.5
"2013-03-03",2.25,-5.3
"2013-03-04",2.2,-4.2
"2013-03-05",2.54,-5.9
"2013-03-06",3.01,0.4
"2013-03-07",3.67,0
"2013-03-08",3.91,0.8
"2013-03-09",4.45,-1.3
"2013-03-10",4.8,7.8
"2013-03-11",3.35,6.4
"2013-03-12",2.11,1
"2013-03-13",1.57,-2.9
"2013-03-14",1.78,-2.7
"2013-03-15",2.23,-0.6
"2013-03-16",2.56,-4
"2013-03-17",2.93,-5.2
"2013-03-18",2.64,-2
"2013-03-19",2.96,-2.1
"2013-03-20",2.71,-4.7
"2013-03-21",2.41,-5.8
"2013-03-22",2.53,-3.1
"2013-03-23",3.32,-0.9
"2013-03-24",3.62,-2
"2013-03-25",4.05,1.5
"2013-03-26",4.74,2.4
"2013-03-27",4.5,2
"2013-03-28",4.41,2.5
"2013-03-29",5.02,3.3
"2013-03-30",5.29,3.7
"2013-03-31",5.39,6.5
"2013-04-01",5.18,-0.5
"2013-04-02",4.42,-1.7
"2013-04-03",4.28,-2.1
"2013-04-04",4.94,1.4
"2013-04-05",5.61,0.5
"2013-04-06",5.2,-0.4
"2013-04-07",6.47,9
"2013-04-08",7.2,5.6
"2013-04-09",7.75,7
"2013-04-10",7.51,5.9
"2013-04-11",5.98,1.9
"2013-04-12",4.58,2.8
"2013-04-13",4.51,3.3
"2013-04-14",5.06,4.3
"2013-04-15",6.31,11
"2013-04-16",8.03,9.5
"2013-04-17",8.93,8
"2013-04-18",10.27,14.8
"2013-04-19",10.5,10.2
"2013-04-20",9.16,-0.2
"2013-04-21",7.93,1.4
"2013-04-22",8.46,7.4
"2013-04-23",9.56,11.1
"2013-04-24",9.41,6.2
"2013-04-25",8.79,4.1
"2013-04-26",9.42,5.1
"2013-04-27",10.47,10.6
"2013-04-28",10.96,12.4
"2013-04-29",11.31,14
"2013-04-30",12.19,15.2
"2013-05-01",13.85,17.9
"2013-05-02",15.21,17.6
"2013-05-03",15.77,16.9
"2013-05-04",15.99,16.1
"2013-05-05",15.98,15.4
"2013-05-06",16.33,15.7
"2013-05-07",16.76,17.1
"2013-05-08",17.03,18.9
"2013-05-09",17.82,18.9
"2013-05-10",17.52,13.9
"2013-05-11",15.04,7.3
"2013-05-12",12.67,4.8
"2013-05-13",11.89,5.9
"2013-05-14",11.76,5.9
"2013-05-15",13.72,15.8
"2013-05-16",16.63,15.3
"2013-05-17",16.49,12.2
"2013-05-18",15.57,16.2
"2013-05-19",16.57,18.7
"2013-05-20",19.99,21.4
"2013-05-21",21.23,22.2
"2013-05-22",20.89,21
"2013-05-23",18.68,11.2
"2013-05-24",14.67,5.8
"2013-05-25",14.58,8
"2013-05-26",15.88,10.2
"2013-05-27",16.43,10.7
"2013-05-28",15.79,13.9
"2013-05-29",16.31,22.1
"2013-05-30",17.41,22.7
"2013-05-31",18.68,23.1
"2013-06-01",18.96,20.4
"2013-06-02",18.79,15.2
"2013-06-03",18.36,11.5
"2013-06-04",17.89,13.6
"2013-06-05",18.18,15.8
"2013-06-06",16.7,12.6
"2013-06-07",15.57,13.8
"2013-06-08",15.88,14.9
"2013-06-09",17.19,16.5
"2013-06-10",17.68,17.4
"2013-06-11",17.35,18.2
"2013-06-12",18.21,18.9
"2013-06-13",18.47,19.5
"2013-06-14",18.75,14.7
"2013-06-15",18.48,15.5
"2013-06-16",18.74,20.4
"2013-06-17",19.73,20.4
"2013-06-18",20.13,16.7
"2013-06-19",19.66,15.8
"2013-06-20",20.04,16.9
"2013-06-21",20.75,18.6
"2013-06-22",21.7,23.9
"2013-06-23",23.17,25
"2013-06-24",24.29,25.3
"2013-06-25",23.66,23.4
"2013-06-26",23.42,24.1
"2013-06-27",23.38,22.9
"2013-06-28",21.61,19.2
"2013-06-29",22.05,20.2
"2013-06-30",20.79,20.3
"2013-07-01",20.03,18.7
"2013-07-02",19.32,18.8
"2013-07-03",20.51,NA
"2013-07-04",21.54,23.3
"2013-07-05",21.42,22
"2013-07-06",21.96,22.4
"2013-07-07",22.13,22.8
"2013-07-08",22.01,23.7
"2013-07-09",21.99,23.8
"2013-07-10",22.57,22.9
"2013-07-11",22.11,19.5
"2013-07-12",22.3,20.4
"2013-07-13",22.6,21.3
"2013-07-14",23.44,23.8
"2013-07-15",24.64,25.6
"2013-07-16",25.67,26.6
"2013-07-17",26.39,28.5
"2013-07-18",27.04,28.5
"2013-07-19",26.9,27.3
"2013-07-20",25.92,23.2
"2013-07-21",24.56,20.9
"2013-07-22",23.01,20
"2013-07-23",22.13,20.1
"2013-07-24",21.39,16.9
"2013-07-25",21.47,17.3
"2013-07-26",22.28,18.1
"2013-07-27",21.65,18.2
"2013-07-28",19.86,14.4
"2013-07-29",18.72,16.3
"2013-07-30",19.77,18.1
"2013-07-31",20.43,18.3
"2013-08-01",20.64,19.4
"2013-08-02",21.02,18.7
"2013-08-03",21.22,18.4
"2013-08-04",21.21,15.9
"2013-08-05",20.58,14.7
"2013-08-06",20.62,19.1
"2013-08-07",21.38,22.1
"2013-08-08",22.16,21.2
"2013-08-09",22.13,20.5
"2013-08-10",22.1,16.6
"2013-08-11",21.07,16
"2013-08-12",20.16,17.6
"2013-08-13",20.02,14.9
"2013-08-14",19.43,15.6
"2013-08-15",19.58,15.5
"2013-08-16",20.14,16.8
"2013-08-17",20.93,18.7
"2013-08-18",21.52,19.3
"2013-08-19",21.79,19.6
"2013-08-20",22.22,21.2
"2013-08-21",22.94,22.5
"2013-08-22",23.19,22.7
"2013-08-23",22.88,19.9
"2013-08-24",22.49,18.5
"2013-08-25",22.16,19.1
"2013-08-26",22.41,23.6
"2013-08-27",23.19,24
"2013-08-28",23.23,23.6
"2013-08-29",23.54,23.4
"2013-08-30",23.67,22.7
"2013-08-31",23.56,21.3
"2013-09-01",22.92,21.3
"2013-09-02",22.35,18.3
"2013-09-03",20.52,16.8
"2013-09-04",20.71,19.3
"2013-09-05",20.92,12.4
"2013-09-06",19.64,13
"2013-09-07",19.3,16.7
"2013-09-08",20.08,16.1
"2013-09-09",19.54,16
"2013-09-10",21.45,28.1
"2013-09-11",22.94,25.8
"2013-09-12",21.13,18
"2013-09-13",19.18,10.8
"2013-09-14",17.52,11.2
"2013-09-15",17.45,13.2
"2013-09-16",17.03,10.3
"2013-09-17",16.45,10.9
"2013-09-18",17.01,14.4
"2013-09-19",18.23,16.5
"2013-09-20",19.13,21.2
"2013-09-21",18.25,14.7
"2013-09-22",16.53,10.8
"2013-09-23",15.62,11.5
"2013-09-24",15.31,11.5
"2013-09-25",15.2,13.5
"2013-09-26",15.47,14.9
"2013-09-27",16.06,15
"2013-09-28",16.32,16.1
"2013-09-29",16.44,16.6
"2013-09-30",17.05,16.2
"2013-10-01",17.26,17
"2013-10-02",17.69,16.5
"2013-10-03",16.93,16.2
"2013-10-04",17.71,20.4
"2013-10-05",17.65,15.8
"2013-10-06",17.35,18.2
"2013-10-07",16.38,10.7
"2013-10-08",14.93,12
"2013-10-09",14.42,13.1
"2013-10-10",14.31,13.7
"2013-10-11",14.32,13.8
"2013-10-12",14.52,15.6
"2013-10-13",15.22,12.4
"2013-10-14",14.47,11.2
"2013-10-15",14.16,12.1
"2013-10-16",15.21,15.5
"2013-10-17",14.53,11.8
"2013-10-18",13.68,10.6
"2013-10-19",13.21,6.7
"2013-10-20",12.17,7.6
"2013-10-21",11.71,9.1
"2013-10-22",10.85,4.5
"2013-10-23",10.49,NA
"2013-10-24",9.6,4
"2013-10-25",8.96,4.9
"2013-10-26",8.43,4.8
"2013-10-27",8.07,4.7
"2013-10-28",8.16,NA
"2013-10-29",8.14,NA
"2013-10-30",8.38,7.6
"2013-10-31",9.72,12.1
"2013-11-01",10.74,11.1
"2013-11-02",10.78,4.3
"2013-11-03",9.56,0.8
"2013-11-04",8.4,1.2
"2013-11-05",8.26,7.8
"2013-11-06",8.75,9.8
"2013-11-07",8.81,3.8
"2013-11-08",7.87,2.8
"2013-11-09",7.79,5.2
"2013-11-10",7.69,3.5
"2013-11-11",7.02,1.4
"2013-11-12",5.91,-3.7
"2013-11-13",5.43,-1.3
"2013-11-14",5.01,3.1
"2013-11-15",5.33,6.6
"2013-11-16",5.94,7.4
"2013-11-17",7.43,12.2
"2013-11-18",7.59,5.1
"2013-11-19",6.57,-1
"2013-11-20",5.94,0.1
"2013-11-21",5.86,3.2
"2013-11-22",6.5,2.8
"2013-11-23",4.95,-4.2
"2013-11-24",2.71,-8.4
"2013-11-25",2.78,-5.2
"2013-11-26",3.26,-1
"2013-11-27",3.38,-3.9
"2013-11-28",2.69,-7.3
"2013-11-29",2.33,-6.9
"2013-11-30",2.83,-1.4
"2013-12-01",3.4,1.3
"2013-12-02",3.88,0.7
"2013-12-03",3.73,-1.9
"2013-12-04",4.84,3.6
"2013-12-05",5.93,NA
"2013-12-06",4.12,-2.6
"2013-12-07",3.43,-6.1
"2013-12-08",2.82,-6.7
"2013-12-09",2.74,-3
"2013-12-10",1.88,-8.5
"2013-12-11",1.41,-8.7
"2013-12-12",1.07,-11.9
"2013-12-13",1.3,-7.6
"2013-12-14",1.07,-10.1
"2013-12-15",1.27,-8.5
"2013-12-16",1.13,-12
"2013-12-17",1.37,-8.3
"2013-12-18",1.54,-4.4
"2013-12-19",1.87,0.1
"2013-12-20",2.66,2.2
"2013-12-21",2.9,2.8
"2013-12-22",1.8,1.9
"2013-12-23",1.72,-2.3
"2013-12-24",1.36,-10
"2013-12-25",1.06,-11.5
"2013-12-26",1.38,-6.4
"2013-12-27",1.68,-2
"2013-12-28",2.37,2.9
"2013-12-29",2.79,-1.3
"2013-12-30",1.78,-8.5
"2013-12-31",1.05,-9.2
"2014-01-01",0.84,-11.1
"2014-01-02",0.83,-15.8
"2014-01-03",0.84,-14.7
"2014-01-04",1.13,-5
"2014-01-05",1.33,-1.7
"2014-01-06",0.98,-14
"2014-01-07",0.8,-21.9
"2014-01-08",0.93,-13.6
"2014-01-09",1.11,-13.1
"2014-01-10",1.51,-1.2
"2014-01-11",1.69,3
"2014-01-12",1.1,0.9
"2014-01-13",1.26,3.1
"2014-01-14",1.34,1
"2014-01-15",1.26,-2.3
"2014-01-16",1.18,-6.2
"2014-01-17",1.53,-2.7
"2014-01-18",1.39,-8.6
"2014-01-19",1.01,-6.6
"2014-01-20",1.25,-7.9
"2014-01-21",0.82,-17.6
"2014-01-22",0.92,-18.8
"2014-01-23",0.95,-14.6
"2014-01-24",0.82,-14.4
"2014-01-25",0.88,-10.3
"2014-01-26",0.94,-11.5
"2014-01-27",0.9,-12.1
"2014-01-28",0.83,-18.3
"2014-01-29",0.82,-16.1
"2014-01-30",0.96,-10.4
"2014-01-31",1.37,-2.5
"2014-02-01",1.4,-1.1
"2014-02-02",1.41,-6.1
"2014-02-03",1.23,-13.4
"2014-02-04",1.24,-13.4
"2014-02-05",1.13,-13
"2014-02-06",1.16,-11.6
"2014-02-07",0.99,-16
"2014-02-08",1.04,-15.2
"2014-02-09",1.19,-13.3
"2014-02-10",1.2,-14
"2014-02-11",1.19,-18.3
"2014-02-12",1.15,-17.5
"2014-02-13",1.38,-10.3
"2014-02-14",1.54,-4.3
"2014-02-15",1.42,-12.1
"2014-02-16",1.28,-14.9
"2014-02-17",1.16,-15.9
"2014-02-18",1.46,-3.2
"2014-02-19",1.78,-0.8
"2014-02-20",1.63,-2.2
"2014-02-21",2.28,1.9
"2014-02-22",1.69,0.2
"2014-02-23",1.56,-4.3
"2014-02-24",1.32,-8.3
"2014-02-25",1.29,-9.8
"2014-02-26",1.08,-13.8
"2014-02-27",0.97,-15.8
"2014-02-28",1.12,-19.1
"2014-03-01",1.2,-8.1
"2014-03-02",1.19,-15.6
"2014-03-03",1.11,-19
"2014-03-04",1.22,-16.1
"2014-03-05",1.47,-11.5
"2014-03-06",1.39,-10.6
"2014-03-07",1.84,-4.1
"2014-03-08",1.92,-5.4
"2014-03-09",1.9,-5.1
"2014-03-10",2.87,3.1
"2014-03-11",3.57,5.5
"2014-03-12",1.95,-6.8
"2014-03-13",1.38,-11.4
"2014-03-14",2.44,1.7
"2014-03-15",2.26,-2.4
"2014-03-16",1.33,-11.5
"2014-03-17",1.45,-9.8
"2014-03-18",2.1,-1.3
"2014-03-19",2.17,2.6
"2014-03-20",2,-0.7
"2014-03-21",1.87,-2.6
"2014-03-22",1.84,-3.1
"2014-03-23",1.48,-8.3
"2014-03-24",1.51,-7.7
"2014-03-25",1.56,-7
"2014-03-26",1.75,-10.1
"2014-03-27",2.05,-2.3
"2014-03-28",2.95,4.2
"2014-03-29",1.67,0.6
"2014-03-30",1.99,0.6
"2014-03-31",2.48,3.3
"2014-04-01",2.67,8.1
"2014-04-02",2.83,3
"2014-04-03",2.66,0
"2014-04-04",2.54,4.9
"2014-04-05",2.77,0.6
"2014-04-06",3.13,3.2
"2014-04-07",3.85,5.5
"2014-04-08",4.43,6.5
"2014-04-09",5.1,4.9
"2014-04-10",5.81,10.1
"2014-04-11",6.96,7.7
"2014-04-12",7.87,9.2
"2014-04-13",8.68,14.2
"2014-04-14",9.36,9.7
"2014-04-15",8.13,-3.9
"2014-04-16",6.99,-2.5
"2014-04-17",7.25,6.4
"2014-04-18",7.7,6.6
"2014-04-19",8.32,5.9
"2014-04-20",9.64,10.7
"2014-04-21",10.72,13.8
"2014-04-22",10.8,8
"2014-04-23",10.19,NA
"2014-04-24",10.59,4.9
"2014-04-25",10.47,7.3
"2014-04-26",9.6,3.7
"2014-04-27",9.97,6.2
"2014-04-28",10.72,8
"2014-04-29",10.29,10.8
"2014-04-30",9.88,9.2
"2014-05-01",9.81,9.8
"2014-05-02",9.66,9.1
"2014-05-03",9.6,9
"2014-05-04",9.86,6.9
"2014-05-05",9.87,6.6
"2014-05-06",10.8,9.2
"2014-05-07",11.43,11
"2014-05-08",12.7,16.1
"2014-05-09",14.28,18.3
"2014-05-10",14.37,14.1
"2014-05-11",14.96,13.2
"2014-05-12",15.46,17.9
"2014-05-13",17.04,21.8
"2014-05-14",17.37,15.2
"2014-05-15",16.34,13.4
"2014-05-16",14.34,6.3
"2014-05-17",12.78,8.1
"2014-05-18",12.81,10.1
"2014-05-19",13.46,14.8
"2014-05-20",13.64,12.5
"2014-05-21",14.07,17.4
"2014-05-22",14.33,11.7
"2014-05-23",13.58,9.3
"2014-05-24",14.06,14.9
"2014-05-25",15.47,16.8
"2014-05-26",16.93,20.5
"2014-05-27",18.21,22
"2014-05-28",18.8,19
"2014-05-29",18.45,16.1
"2014-05-30",18.59,18
"2014-05-31",18.94,18.6
"2014-06-01",18.81,18.6
"2014-06-02",19.75,22.1
"2014-06-03",20.86,19.4
"2014-06-04",19.37,15.8
"2014-06-05",18.5,13.9
"2014-06-06",19.48,16.4
"2014-06-07",20.44,16.9
"2014-06-08",19.59,16.4
"2014-06-09",18.98,18.4
"2014-06-10",20.45,20.2
"2014-06-11",20.4,21
"2014-06-12",20.76,21.3
"2014-06-13",20.71,15.9
"2014-06-14",19.23,13.4
"2014-06-15",19.85,15.6
"2014-06-16",21.58,22.4
"2014-06-17",22.74,24.2
"2014-06-18",22.05,21.7
"2014-06-19",22.56,20.5
"2014-06-20",22.17,18
"2014-06-21",21.95,20.3
"2014-06-22",22.56,19.7
"2014-06-23",22.37,21.3
"2014-06-24",22.06,22.8
"2014-06-25",21.69,20.9
"2014-06-26",21.65,21.8
"2014-06-27",22.52,21.3
"2014-06-28",23.46,22.9
"2014-06-29",24.37,24.7
"2014-06-30",24.63,24.4
"2014-07-01",24.89,24.5
"2014-07-02",24.04,21.4
"2014-07-03",22.08,16.5
"2014-07-04",20.95,15.3
"2014-07-05",21.48,17.6
"2014-07-06",22.41,20.7
"2014-07-07",22.27,23.4
"2014-07-08",21.49,19.6
"2014-07-09",21.38,16.7
"2014-07-10",19.99,16.4
"2014-07-11",20.39,18.6
"2014-07-12",21.47,20.4
"2014-07-13",22.06,22.8
"2014-07-14",21.74,20.9
"2014-07-15",21.63,17.9
"2014-07-16",19.88,15
"2014-07-17",19.97,16
"2014-07-18",20.91,17.7
"2014-07-19",20.09,17.2
"2014-07-20",20.5,21.1
"2014-07-21",22.32,21.2
"2014-07-22",23.6,22
"2014-07-23",23.01,17.9
"2014-07-24",20.94,16.7
"2014-07-25",20.82,16.7
"2014-07-26",21.36,21.2
"2014-07-27",22.36,21.8
"2014-07-28",21,15.8
"2014-07-29",20.67,16
"2014-07-30",19.98,17.2
"2014-07-31",20.29,17.9
"2014-08-01",20.73,19.5
"2014-08-02",20.54,20
"2014-08-03",20.43,20.7
"2014-08-04",21.32,21.1
"2014-08-05",20.87,19.7
"2014-08-06",20.49,18.8
"2014-08-07",20.54,18.2
"2014-08-08",20.78,17.2
"2014-08-09",21.41,18.7
"2014-08-10",22.01,20.8
"2014-08-11",21.88,20.7
"2014-08-12",21.15,20.6
"2014-08-13",20.23,17
"2014-08-14",19.43,14.2
"2014-08-15",19.42,15.8
"2014-08-16",19.2,16.3
"2014-08-17",19.74,17.6
"2014-08-18",20.48,17.4
"2014-08-19",20.58,18.4
"2014-08-20",21.25,20.8
"2014-08-21",21.71,21
"2014-08-22",22.19,21.3
"2014-08-23",21.5,20.4
"2014-08-24",21.14,20.1
"2014-08-25",21.72,21
"2014-08-26",22.89,24.1
"2014-08-27",23,17.2
"2014-08-28",21.64,15.9
"2014-08-29",20.95,16.9
"2014-08-30",21.87,22.2
"2014-08-31",22.88,23.3
"2014-09-01",23.23,22.9
"2014-09-02",22.15,18.3
"2014-09-03",21.36,19.2
"2014-09-04",22.43,20.7
"2014-09-05",22.86,24.1
"2014-09-06",21.13,15.6
"2014-09-07",21.05,15.7
"2014-09-08",19.57,16.7
"2014-09-09",19.38,18.5
"2014-09-10",19.43,18.8
"2014-09-11",18.97,16.2
"2014-09-12",17.41,11.3
"2014-09-13",16.14,11.7
"2014-09-14",15.79,10.5
"2014-09-15",15.12,12.1
"2014-09-16",15.41,12.9
"2014-09-17",15.63,12.5
"2014-09-18",15.51,11.3
"2014-09-19",15.24,11
"2014-09-20",16.27,15.6
"2014-09-21",17.52,19.1
"2014-09-22",15.71,NA
"2014-09-23",15.63,NA
"2014-09-24",16.01,NA
"2014-09-25",16.41,NA
"2014-09-26",17.03,NA
"2014-09-27",17.02,NA
"2014-09-28",17.81,NA
"2014-09-29",17.75,17.2
"2014-09-30",17.05,15
"2014-10-01",16.55,15.3
"2014-10-02",16.73,17.4
"2014-10-03",17.11,16.3
"2014-10-04",15.47,7.5
"2014-10-05",14.49,7.4
"2014-10-06",13.48,12.2
"2014-10-07",12.89,12.5
"2014-10-08",12.83,9.1
"2014-10-09",12.47,7.9
"2014-10-10",12.14,7.2
"2014-10-11",11.97,6.7
"2014-10-12",11.51,7
"2014-10-13",12.46,14.3
"2014-10-14",13.72,16.9
"2014-10-15",14.35,13.4
"2014-10-16",13.58,13
"2014-10-17",13.36,12.5
"2014-10-18",13.03,7.3
"2014-10-19",12.16,5
"2014-10-20",11.65,9.6
"2014-10-21",11.41,7.8
"2014-10-22",11.25,8.5
"2014-10-23",11.05,NA
"2014-10-24",10.83,7.9
"2014-10-25",11.27,12.5
"2014-10-26",10.89,6.6
"2014-10-27",10.39,7.4
"2014-10-28",11.68,14.1
"2014-10-29",11.08,8.4
"2014-10-30",10.56,6.6
"2014-10-31",10.2,4.3
"2014-11-01",9.02,0.7
"2014-11-02",7.76,2.1
"2014-11-03",8.25,8
"2014-11-04",9.32,9.1
"2014-11-05",9.39,5.8
"2014-11-06",8.98,5.6
"2014-11-07",8.47,1.7
"2014-11-08",7.78,3.1
"2014-11-09",7.42,3.3
"2014-11-10",7.83,8.3
"2014-11-11",8.04,9.4
"2014-11-12",7.36,2.1
"2014-11-13",6.21,-1.8
"2014-11-14",5.15,-1.7
"2014-11-15",4.96,-1.6
"2014-11-16",4.71,-0.8
"2014-11-17",4.56,-4.6
"2014-11-18",2.43,-8.4
"2014-11-19",1.71,-6.5
"2014-11-20",1.91,-7.1
"2014-11-21",1.49,-7.8
"2014-11-22",2.33,0.8
"2014-11-23",3.28,7.9
"2014-11-24",4.32,7.6
"2014-11-25",5.7,0.6
"2014-11-26",5.26,-0.1
"2014-11-27",4.6,-2.2
"2014-11-28",3.85,-6
"2014-11-29",3.83,1.2
"2014-11-30",5.13,7.6
"2014-12-01",4.97,-3
"2014-12-02",3.42,-4.7
"2014-12-03",3.55,-0.9
"2014-12-04",3.11,-2.5
"2014-12-05",3.24,-0.5
"2014-12-06",3.89,0.4
"2014-12-07",3.02,-3.3
"2014-12-08",2.6,-0.3
"2014-12-09",3.46,1.9
"2014-12-10",3.5,-1.9
"2014-12-11",2.73,-0.2
"2014-12-12",3.06,0.6
"2014-12-13",3.4,1.3
"2014-12-14",4.1,2.8
"2014-12-15",4.75,4.3
"2014-12-16",5.26,4.8
"2014-12-17",5.12,1.7
"2014-12-18",3.64,-1.7
"2014-12-19",2.99,-4.3
"2014-12-20",2.45,-4.3
"2014-12-21",2.61,-1.2
"2014-12-22",2.84,NA
"2014-12-23",3.36,3
"2014-12-24",4.59,7
"2014-12-25",4.52,2.1
"2014-12-26",3.77,2.3
"2014-12-27",4.44,5.4
"2014-12-28",4.71,0.3
"2014-12-29",3.81,-3.6
"2014-12-30",2.8,-6.8
"2014-12-31",1.62,-8.6
"2015-01-01",1.21,-5.3
"2015-01-02",1.55,-3.6
"2015-01-03",1.47,-2.7
"2015-01-04",1.82,-3.3
"2015-01-05",0.82,-11.7
"2015-01-06",0.81,-11.9
"2015-01-07",0.82,-13.2
"2015-01-08",0.85,-13.4
"2015-01-09",0.88,-12.4
"2015-01-10",0.89,-13.7
"2015-01-11",1.23,-5.5
"2015-01-12",1.24,-8.5
"2015-01-13",0.95,-18.2
"2015-01-14",1.03,-15.3
"2015-01-15",1.24,-9.9
"2015-01-16",1.31,-6.2
"2015-01-17",1.37,NA
"2015-01-18",1.77,1.6
"2015-01-19",1.48,-3.6
"2015-01-20",1.46,-9.9
"2015-01-21",1.36,-9.2
"2015-01-22",1.58,-5.4
"2015-01-23",1.67,-4.7
"2015-01-24",1.71,-2.6
"2015-01-25",1.65,-7.5
"2015-01-26",1.27,-9.8
"2015-01-27",1.33,-10.9
"2015-01-28",1.32,-10.2
"2015-01-29",1.53,-3
"2015-01-30",1.39,-7.7
"2015-01-31",1.48,-8.5
"2015-02-01",1.46,-7.6
"2015-02-02",1.13,-14
"2015-02-03",1.44,-10.8
"2015-02-04",1.54,-7.2
"2015-02-05",1.28,-13
"2015-02-06",1.52,-9.4
"2015-02-07",1.92,-2.5
"2015-02-08",1.61,-6.1
"2015-02-09",1.5,-10.4
"2015-02-10",1.74,-8.4
"2015-02-11",1.67,-5.8
"2015-02-12",1.4,-11
"2015-02-13",1.31,-12.3
"2015-02-14",1.26,-14.3
"2015-02-15",0.9,-23.2
"2015-02-16",1,-21.9
"2015-02-17",1.23,-16.1
"2015-02-18",1.4,-13.5
"2015-02-19",1.02,-19.7
"2015-02-20",1.08,-20.1
"2015-02-21",1.44,-12.2
"2015-02-22",1.59,-11.5
"2015-02-23",0.99,-20.3
"2015-02-24",1.34,-14
"2015-02-25",1.5,-12.8
"2015-02-26",1.5,-16.1
"2015-02-27",1.43,-17.8
"2015-02-28",1.51,-15.4
"2015-03-01",1.68,-8.9
"2015-03-02",1.78,-11.1
"2015-03-03",1.47,-8.4
"2015-03-04",2.03,-6.4
"2015-03-05",1.51,-16.1
"2015-03-06",1.53,-15.4
"2015-03-07",1.96,-3.9
"2015-03-08",2.26,-0.2
"2015-03-09",2.37,-0.5
"2015-03-10",2.31,-0.4
"2015-03-11",3.09,2.3
"2015-03-12",3.27,-0.8
"2015-03-13",3.45,2.7
"2015-03-14",3.44,2.5
"2015-03-15",1.88,0.8
"2015-03-16",1.93,5.1
"2015-03-17",1.95,0.3
"2015-03-18",1.71,-2.1
"2015-03-19",1.83,-3.1
"2015-03-20",2.67,3.9
"2015-03-21",2.71,-0.8
"2015-03-22",1.83,-6
"2015-03-23",1.89,-5.8
"2015-03-24",2.5,-2.4
"2015-03-25",2.69,2.8
"2015-03-26",2.86,1.2
"2015-03-27",2.48,-5.7
"2015-03-28",2.46,-7
"2015-03-29",3.09,-2.8
"2015-03-30",4.18,2.2
